,symbol,acc,name,term_type,full_name
34,ADRA2B,GO:0070474,positive regulation of uterine smooth muscle contraction,biological_process,"Adrenergic, alpha-2B-, receptor"
35,ADRA2B,GO:0071875,adrenergic receptor signaling pathway,biological_process,"Adrenergic, alpha-2B-, receptor"
36,ADRA2B,GO:0071880,adenylate cyclase-activating adrenergic receptor signaling pathway,biological_process,Alpha-2B adrenergic receptor
37,ADRA2B,GO:0071883,activation of MAPK activity by adrenergic receptor signaling pathway,biological_process,Alpha-2B adrenergic receptor
38,ADRA2B,GO:0005886,plasma membrane,cellular_component,"Adrenergic, alpha-2B-, receptor"
39,ADRA2B,GO:0005886,plasma membrane,cellular_component,Alpha-2B adrenergic receptor
40,ADRA2B,GO:0005887,integral component of plasma membrane,cellular_component,Alpha-2B adrenergic receptor
41,ADRA2B,GO:0016020,membrane,cellular_component,"Adrenergic, alpha-2B-, receptor"
42,ADRA2B,GO:0016020,membrane,cellular_component,Alpha-2B adrenergic receptor
43,ADRA2B,GO:0016021,integral component of membrane,cellular_component,"Adrenergic, alpha-2B-, receptor"
44,ADRA2B,GO:0016021,integral component of membrane,cellular_component,Alpha-2B adrenergic receptor
45,ADRA2B,GO:0004871,signal transducer activity,molecular_function,"Adrenergic, alpha-2B-, receptor"
46,ADRA2B,GO:0004871,signal transducer activity,molecular_function,Alpha-2B adrenergic receptor
47,ADRA2B,GO:0004930,G-protein coupled receptor activity,molecular_function,"Adrenergic, alpha-2B-, receptor"
48,ADRA2B,GO:0004930,G-protein coupled receptor activity,molecular_function,Alpha-2B adrenergic receptor
49,ADRA2B,GO:0004935,adrenergic receptor activity,molecular_function,"Adrenergic, alpha-2B-, receptor"
50,ADRA2B,GO:0004935,adrenergic receptor activity,molecular_function,Alpha-2B adrenergic receptor
51,ADRA2B,GO:0004938,alpha2-adrenergic receptor activity,molecular_function,"Adrenergic, alpha-2B-, receptor"
52,ADRA2B,GO:0004938,alpha2-adrenergic receptor activity,molecular_function,Alpha-2B adrenergic receptor
53,ADRA2B,GO:0005515,protein binding,molecular_function,Alpha-2B adrenergic receptor
54,ADRA2B,GO:0051379,epinephrine binding,molecular_function,Alpha-2B adrenergic receptor
55,ANKRD23,GO:0009612,response to mechanical stimulus,biological_process,Ankyrin repeat domain-containing protein 23
56,ANKRD23,GO:0005634,nucleus,cellular_component,Ankyrin repeat domain-containing protein 23
57,ANKRD23,GO:0005654,nucleoplasm,cellular_component,Ankyrin repeat domain-containing protein 23
58,ANKRD23,GO:0005737,cytoplasm,cellular_component,Ankyrin repeat domain-containing protein 23
59,ANKRD23,GO:0014704,intercalated disc,cellular_component,Ankyrin repeat domain-containing protein 23
60,ANKRD23,GO:0015629,actin cytoskeleton,cellular_component,Ankyrin repeat domain-containing protein 23
61,ANKRD23,GO:0030016,myofibril,cellular_component,Ankyrin repeat domain-containing protein 23
62,ANKRD23,GO:0031432,titin binding,molecular_function,Ankyrin repeat domain-containing protein 23
63,ANKRD36B,GO:0005515,protein binding,molecular_function,Ankyrin repeat domain-containing protein 36B
64,ANKRD36C,GO:0008200,ion channel inhibitor activity,molecular_function,Ankyrin repeat domain-containing protein 36C
65,ANKRD39,GO:0008150,biological_process,biological_process,Ankyrin repeat domain-containing protein 39
66,ANKRD39,GO:0005575,cellular_component,cellular_component,Ankyrin repeat domain-containing protein 39
67,ANKRD39,GO:0003674,molecular_function,molecular_function,Ankyrin repeat domain-containing protein 39
68,AOX1,GO:0006954,inflammatory response,biological_process,Aldehyde oxidase
69,AOX1,GO:0009115,xanthine catabolic process,biological_process,Aldehyde oxidase
70,AOX1,GO:0042816,vitamin B6 metabolic process,biological_process,Aldehyde oxidase
71,AOX1,GO:0055114,oxidation-reduction process,biological_process,Aldehyde oxidase
72,AOX1,GO:0072593,reactive oxygen species metabolic process,biological_process,Aldehyde oxidase
73,AOX1,GO:0005737,cytoplasm,cellular_component,Aldehyde oxidase
74,AOX1,GO:0005829,cytosol,cellular_component,Aldehyde oxidase
75,AOX1,GO:0070062,extracellular exosome,cellular_component,Aldehyde oxidase
76,AOX1,GO:0003824,catalytic activity,molecular_function,Aldehyde oxidase
77,AOX1,GO:0004031,aldehyde oxidase activity,molecular_function,Aldehyde oxidase
78,AOX1,GO:0004854,xanthine dehydrogenase activity,molecular_function,Aldehyde oxidase
79,AOX1,GO:0005506,iron ion binding,molecular_function,Aldehyde oxidase
80,AOX1,GO:0009055,electron carrier activity,molecular_function,Aldehyde oxidase
81,AOX1,GO:0016491,oxidoreductase activity,molecular_function,Aldehyde oxidase
82,AOX1,GO:0016614,"oxidoreductase activity, acting on CH-OH group of donors",molecular_function,Aldehyde oxidase
83,AOX1,GO:0043546,molybdopterin cofactor binding,molecular_function,Aldehyde oxidase
84,AOX1,GO:0046872,metal ion binding,molecular_function,Aldehyde oxidase
85,AOX1,GO:0050660,flavin adenine dinucleotide binding,molecular_function,Aldehyde oxidase
86,AOX1,GO:0051287,NAD binding,molecular_function,Aldehyde oxidase
87,AOX1,GO:0051536,iron-sulfur cluster binding,molecular_function,Aldehyde oxidase
88,AOX1,GO:0051537,"2 iron, 2 sulfur cluster binding",molecular_function,Aldehyde oxidase
89,ARID5A,GO:0006351,"transcription, DNA-templated",biological_process,AT-rich interactive domain-containing protein 5A
90,ARID5A,GO:0006355,"regulation of transcription, DNA-templated",biological_process,AT-rich interactive domain-containing protein 5A
91,ARID5A,GO:0006357,regulation of transcription from RNA polymerase II promoter,biological_process,AT-rich interactive domain-containing protein 5A
92,ARID5A,GO:0045892,"negative regulation of transcription, DNA-templated",biological_process,AT-rich interactive domain-containing protein 5A
93,ARID5A,GO:0005634,nucleus,cellular_component,"AT rich interactive domain 5A (MRF1-like), isoform CRA_a"
94,ARID5A,GO:0005634,nucleus,cellular_component,AT-rich interactive domain-containing protein 5A
95,ARID5A,GO:0005654,nucleoplasm,cellular_component,"AT rich interactive domain 5A (MRF1-like), isoform CRA_a"
96,ARID5A,GO:0005654,nucleoplasm,cellular_component,AT-rich interactive domain-containing protein 5A
97,ARID5A,GO:0005730,nucleolus,cellular_component,"AT rich interactive domain 5A (MRF1-like), isoform CRA_a"
98,ARID5A,GO:0005730,nucleolus,cellular_component,AT-rich interactive domain-containing protein 5A
99,ARID5A,GO:0003677,DNA binding,molecular_function,"AT rich interactive domain 5A (MRF1-like), isoform CRA_a"
100,ARID5A,GO:0003677,DNA binding,molecular_function,AT-rich interactive domain-containing protein 5A
101,ARID5A,GO:0005515,protein binding,molecular_function,"AT rich interactive domain 5A (MRF1-like), isoform CRA_a"
102,ARID5A,GO:0005515,protein binding,molecular_function,AT-rich interactive domain-containing protein 5A
103,ARID5A,GO:0044212,transcription regulatory region DNA binding,molecular_function,AT-rich interactive domain-containing protein 5A
104,ASTL,GO:0006508,proteolysis,biological_process,Astacin-like metalloendopeptidase
105,ASTL,GO:0006508,proteolysis,biological_process,Metalloendopeptidase
106,ASTL,GO:0007155,cell adhesion,biological_process,Astacin-like metalloendopeptidase
107,ASTL,GO:0007338,single fertilization,biological_process,Astacin-like metalloendopeptidase
108,ASTL,GO:0009566,fertilization,biological_process,Astacin-like metalloendopeptidase
109,ASTL,GO:0010954,positive regulation of protein processing,biological_process,Astacin-like metalloendopeptidase
110,ASTL,GO:0060468,prevention of polyspermy,biological_process,Astacin-like metalloendopeptidase
111,ASTL,GO:2000360,negative regulation of binding of sperm to zona pellucida,biological_process,Astacin-like metalloendopeptidase
112,ASTL,GO:0005737,cytoplasm,cellular_component,Astacin-like metalloendopeptidase
113,ASTL,GO:0005886,plasma membrane,cellular_component,Astacin-like metalloendopeptidase
114,ASTL,GO:0016020,membrane,cellular_component,Astacin-like metalloendopeptidase
115,ASTL,GO:0030133,transport vesicle,cellular_component,Astacin-like metalloendopeptidase
116,ASTL,GO:0031410,cytoplasmic vesicle,cellular_component,Astacin-like metalloendopeptidase
117,ASTL,GO:0060473,cortical granule,cellular_component,Astacin-like metalloendopeptidase
118,ASTL,GO:0004222,metalloendopeptidase activity,molecular_function,Astacin-like metalloendopeptidase
119,ASTL,GO:0004222,metalloendopeptidase activity,molecular_function,Metalloendopeptidase
120,ASTL,GO:0008233,peptidase activity,molecular_function,Astacin-like metalloendopeptidase
121,ASTL,GO:0008233,peptidase activity,molecular_function,Metalloendopeptidase
122,ASTL,GO:0008237,metallopeptidase activity,molecular_function,Astacin-like metalloendopeptidase
123,ASTL,GO:0008237,metallopeptidase activity,molecular_function,Metalloendopeptidase
124,ASTL,GO:0008270,zinc ion binding,molecular_function,Astacin-like metalloendopeptidase
125,ASTL,GO:0008270,zinc ion binding,molecular_function,Metalloendopeptidase
126,ASTL,GO:0016787,hydrolase activity,molecular_function,Astacin-like metalloendopeptidase
127,ASTL,GO:0016787,hydrolase activity,molecular_function,Metalloendopeptidase
128,ASTL,GO:0046872,metal ion binding,molecular_function,Astacin-like metalloendopeptidase
129,ASTL,GO:0046872,metal ion binding,molecular_function,Metalloendopeptidase
130,ASTL,GO:0070001,aspartic-type peptidase activity,molecular_function,Astacin-like metalloendopeptidase
131,ASTL,GO:0070002,glutamic-type peptidase activity,molecular_function,Astacin-like metalloendopeptidase
132,BPHL,GO:0006520,cellular amino acid metabolic process,biological_process,Valacyclovir hydrolase
133,BPHL,GO:0006805,xenobiotic metabolic process,biological_process,Valacyclovir hydrolase
134,BPHL,GO:0009636,response to toxic substance,biological_process,Valacyclovir hydrolase
135,BPHL,GO:0005739,mitochondrion,cellular_component,Valacyclovir hydrolase
136,BPHL,GO:0005741,mitochondrial outer membrane,cellular_component,Valacyclovir hydrolase
137,BPHL,GO:0070062,extracellular exosome,cellular_component,Valacyclovir hydrolase
138,BPHL,GO:0016787,hydrolase activity,molecular_function,Valacyclovir hydrolase
139,BPHL,GO:0016787,hydrolase activity,molecular_function,BPHL protein
140,BPHL,GO:0016787,hydrolase activity,molecular_function,"Biphenyl hydrolase-like (Serine hydrolase breast epithelial mucin-associated antigen), isoform CRA_d"
141,BPHL,GO:0047658,alpha-amino-acid esterase activity,molecular_function,Valacyclovir hydrolase
142,BRE,GO:0006281,DNA repair,biological_process,BRCA1-A complex subunit BRE
143,BRE,GO:0006302,double-strand break repair,biological_process,BRCA1-A complex subunit BRE
144,BRE,GO:0006303,double-strand break repair via nonhomologous end joining,biological_process,BRCA1-A complex subunit BRE
145,BRE,GO:0006915,apoptotic process,biological_process,BRCA1-A complex subunit BRE
146,BRE,GO:0006974,cellular response to DNA damage stimulus,biological_process,BRCA1-A complex subunit BRE
147,BRE,GO:0007049,cell cycle,biological_process,BRCA1-A complex subunit BRE
148,BRE,GO:0007067,mitotic nuclear division,biological_process,BRCA1-A complex subunit BRE
149,BRE,GO:0007165,signal transduction,biological_process,BRCA1-A complex subunit BRE
150,BRE,GO:0010212,response to ionizing radiation,biological_process,BRCA1-A complex subunit BRE
151,BRE,GO:0016568,chromatin modification,biological_process,BRCA1-A complex subunit BRE
152,BRE,GO:0031572,G2 DNA damage checkpoint,biological_process,BRCA1-A complex subunit BRE
153,BRE,GO:0045739,positive regulation of DNA repair,biological_process,BRCA1-A complex subunit BRE
154,BRE,GO:0051301,cell division,biological_process,BRCA1-A complex subunit BRE
155,BRE,GO:0070536,protein K63-linked deubiquitination,biological_process,BRCA1-A complex subunit BRE
156,BRE,GO:0000152,nuclear ubiquitin ligase complex,cellular_component,BRCA1-A complex subunit BRE
157,BRE,GO:0005634,nucleus,cellular_component,BRCA1-A complex subunit BRE
158,BRE,GO:0005654,nucleoplasm,cellular_component,BRCA1-A complex subunit BRE
159,BRE,GO:0005737,cytoplasm,cellular_component,BRCA1-A complex subunit BRE
160,BRE,GO:0070531,BRCA1-A complex,cellular_component,BRCA1-A complex subunit BRE
161,BRE,GO:0070552,BRISC complex,cellular_component,BRCA1-A complex subunit BRE
162,BRE,GO:0000268,peroxisome targeting sequence binding,molecular_function,BRCA1-A complex subunit BRE
163,BRE,GO:0005164,tumor necrosis factor receptor binding,molecular_function,BRCA1-A complex subunit BRE
164,BRE,GO:0005515,protein binding,molecular_function,BRCA1-A complex subunit BRE
165,BRE,GO:0031593,polyubiquitin binding,molecular_function,BRCA1-A complex subunit BRE
166,BZW1,GO:0006351,"transcription, DNA-templated",biological_process,Basic leucine zipper and W2 domain-containing protein 1
167,BZW1,GO:0006355,"regulation of transcription, DNA-templated",biological_process,Basic leucine zipper and W2 domain-containing protein 1
168,BZW1,GO:0005737,cytoplasm,cellular_component,Basic leucine zipper and W2 domain-containing protein 1
169,BZW1,GO:0016020,membrane,cellular_component,Basic leucine zipper and W2 domain-containing protein 1
170,BZW1,GO:0044822,poly(A) RNA binding,molecular_function,Basic leucine zipper and W2 domain-containing protein 1
171,C2orf16,GO:0005634,nucleus,cellular_component,Uncharacterized protein C2orf16
172,C2orf16,GO:0070062,extracellular exosome,cellular_component,Uncharacterized protein C2orf16
173,CCDC121,GO:0005515,protein binding,molecular_function,Coiled-coil domain-containing protein 121
174,CIAO1,GO:0006357,regulation of transcription from RNA polymerase II promoter,biological_process,Probable cytosolic iron-sulfur protein assembly protein CIAO1
175,CIAO1,GO:0007059,chromosome segregation,biological_process,Probable cytosolic iron-sulfur protein assembly protein CIAO1
176,CIAO1,GO:0008284,positive regulation of cell proliferation,biological_process,Probable cytosolic iron-sulfur protein assembly protein CIAO1
177,CIAO1,GO:0016226,iron-sulfur cluster assembly,biological_process,Probable cytosolic iron-sulfur protein assembly protein CIAO1
178,CIAO1,GO:0071817,MMXD complex,cellular_component,Probable cytosolic iron-sulfur protein assembly protein CIAO1
179,CIAO1,GO:0097361,CIA complex,cellular_component,Probable cytosolic iron-sulfur protein assembly protein CIAO1
180,CIAO1,GO:0005515,protein binding,molecular_function,Probable cytosolic iron-sulfur protein assembly protein CIAO1
181,CLK1,GO:0006468,protein phosphorylation,biological_process,Dual-specificity protein kinase CLK1
182,CLK1,GO:0006468,protein phosphorylation,biological_process,Dual specificity protein kinase CLK1
183,CLK1,GO:0008283,cell proliferation,biological_process,Dual specificity protein kinase CLK1
184,CLK1,GO:0016310,phosphorylation,biological_process,Dual specificity protein kinase CLK1
185,CLK1,GO:0018105,peptidyl-serine phosphorylation,biological_process,Dual specificity protein kinase CLK1
186,CLK1,GO:0018107,peptidyl-threonine phosphorylation,biological_process,Dual specificity protein kinase CLK1
187,CLK1,GO:0018108,peptidyl-tyrosine phosphorylation,biological_process,Dual specificity protein kinase CLK1
188,CLK1,GO:0043484,regulation of RNA splicing,biological_process,Dual specificity protein kinase CLK1
189,CLK1,GO:0046777,protein autophosphorylation,biological_process,Dual specificity protein kinase CLK1
190,CLK1,GO:0005634,nucleus,cellular_component,Dual specificity protein kinase CLK1
191,CLK1,GO:0005737,cytoplasm,cellular_component,Dual specificity protein kinase CLK1
192,CLK1,GO:0000166,nucleotide binding,molecular_function,Dual-specificity protein kinase CLK1
193,CLK1,GO:0000166,nucleotide binding,molecular_function,Dual specificity protein kinase CLK1
194,CLK1,GO:0004672,protein kinase activity,molecular_function,Dual-specificity protein kinase CLK1
195,CLK1,GO:0004672,protein kinase activity,molecular_function,Dual specificity protein kinase CLK1
196,CLK1,GO:0004674,protein serine/threonine kinase activity,molecular_function,Dual-specificity protein kinase CLK1
197,CLK1,GO:0004674,protein serine/threonine kinase activity,molecular_function,Dual specificity protein kinase CLK1
198,CLK1,GO:0004712,protein serine/threonine/tyrosine kinase activity,molecular_function,Dual specificity protein kinase CLK1
199,CLK1,GO:0004713,protein tyrosine kinase activity,molecular_function,Dual specificity protein kinase CLK1
200,CLK1,GO:0004715,non-membrane spanning protein tyrosine kinase activity,molecular_function,Dual specificity protein kinase CLK1
201,CLK1,GO:0005515,protein binding,molecular_function,Dual specificity protein kinase CLK1
202,CLK1,GO:0005524,ATP binding,molecular_function,Dual-specificity protein kinase CLK1
203,CLK1,GO:0005524,ATP binding,molecular_function,Dual specificity protein kinase CLK1
204,CLK1,GO:0016301,kinase activity,molecular_function,Dual specificity protein kinase CLK1
205,CLK1,GO:0016740,transferase activity,molecular_function,Dual specificity protein kinase CLK1
206,CNGA3,GO:0006810,transport,biological_process,Cyclic nucleotide-gated cation channel alpha-3
207,CNGA3,GO:0006811,ion transport,biological_process,Cyclic nucleotide-gated cation channel alpha-3
208,CNGA3,GO:0006812,cation transport,biological_process,Cyclic nucleotide-gated cation channel alpha-3
209,CNGA3,GO:0007165,signal transduction,biological_process,Cyclic nucleotide-gated cation channel alpha-3
210,CNGA3,GO:0007601,visual perception,biological_process,Cyclic nucleotide-gated cation channel alpha-3
211,CNGA3,GO:0031960,response to corticosteroid,biological_process,Cyclic nucleotide-gated cation channel alpha-3
212,CNGA3,GO:0032026,response to magnesium ion,biological_process,Cyclic nucleotide-gated cation channel alpha-3
213,CNGA3,GO:0034220,ion transmembrane transport,biological_process,Cyclic nucleotide-gated cation channel alpha-3
214,CNGA3,GO:0042391,regulation of membrane potential,biological_process,Cyclic nucleotide-gated cation channel alpha-3
215,CNGA3,GO:0050896,response to stimulus,biological_process,Cyclic nucleotide-gated cation channel alpha-3
216,CNGA3,GO:0051591,response to cAMP,biological_process,Cyclic nucleotide-gated cation channel alpha-3
217,CNGA3,GO:0055085,transmembrane transport,biological_process,Cyclic nucleotide-gated cation channel alpha-3
218,CNGA3,GO:0071805,potassium ion transmembrane transport,biological_process,Cyclic nucleotide-gated cation channel alpha-3
219,CNGA3,GO:0098655,cation transmembrane transport,biological_process,Cyclic nucleotide-gated cation channel alpha-3
220,CNGA3,GO:0005737,cytoplasm,cellular_component,Cyclic nucleotide-gated cation channel alpha-3
221,CNGA3,GO:0005887,integral component of plasma membrane,cellular_component,Cyclic nucleotide-gated cation channel alpha-3
222,CNGA3,GO:0016020,membrane,cellular_component,Cyclic nucleotide-gated cation channel alpha-3
223,CNGA3,GO:0016021,integral component of membrane,cellular_component,Cyclic nucleotide-gated cation channel alpha-3
224,CNGA3,GO:0030425,dendrite,cellular_component,Cyclic nucleotide-gated cation channel alpha-3
225,CNGA3,GO:0042622,photoreceptor outer segment membrane,cellular_component,Cyclic nucleotide-gated cation channel alpha-3
226,CNGA3,GO:0043025,neuronal cell body,cellular_component,Cyclic nucleotide-gated cation channel alpha-3
227,CNGA3,GO:0043204,perikaryon,cellular_component,Cyclic nucleotide-gated cation channel alpha-3
228,CNGA3,GO:1902495,transmembrane transporter complex,cellular_component,Cyclic nucleotide-gated cation channel alpha-3
229,CNGA3,GO:0000166,nucleotide binding,molecular_function,Cyclic nucleotide-gated cation channel alpha-3
230,CNGA3,GO:0005216,ion channel activity,molecular_function,Cyclic nucleotide-gated cation channel alpha-3
231,CNGA3,GO:0005222,intracellular cAMP activated cation channel activity,molecular_function,Cyclic nucleotide-gated cation channel alpha-3
232,CNGA3,GO:0005223,intracellular cGMP activated cation channel activity,molecular_function,Cyclic nucleotide-gated cation channel alpha-3
233,CNGA3,GO:0005249,voltage-gated potassium channel activity,molecular_function,Cyclic nucleotide-gated cation channel alpha-3
234,CNGA3,GO:0008022,protein C-terminus binding,molecular_function,Cyclic nucleotide-gated cation channel alpha-3
235,CNGA3,GO:0015276,ligand-gated ion channel activity,molecular_function,Cyclic nucleotide-gated cation channel alpha-3
236,CNGA3,GO:0030553,cGMP binding,molecular_function,Cyclic nucleotide-gated cation channel alpha-3
237,CNNM3,GO:0006810,transport,biological_process,Metal transporter CNNM3
238,CNNM3,GO:0006811,ion transport,biological_process,Metal transporter CNNM3
239,CNNM3,GO:0005886,plasma membrane,cellular_component,Metal transporter CNNM3
240,CNNM3,GO:0016020,membrane,cellular_component,Metal transporter CNNM3
241,CNNM3,GO:0016021,integral component of membrane,cellular_component,Metal transporter CNNM3
242,CNNM3,GO:0005515,protein binding,molecular_function,Metal transporter CNNM3
243,CNNM4,GO:0006810,transport,biological_process,Metal transporter CNNM4
244,CNNM4,GO:0006811,ion transport,biological_process,Metal transporter CNNM4
245,CNNM4,GO:0007601,visual perception,biological_process,Metal transporter CNNM4
246,CNNM4,GO:0010960,magnesium ion homeostasis,biological_process,Metal transporter CNNM4
247,CNNM4,GO:0015693,magnesium ion transport,biological_process,Metal transporter CNNM4
248,CNNM4,GO:0031214,biomineral tissue development,biological_process,Metal transporter CNNM4
249,CNNM4,GO:0035725,sodium ion transmembrane transport,biological_process,Metal transporter CNNM4
250,CNNM4,GO:0050896,response to stimulus,biological_process,Metal transporter CNNM4
251,CNNM4,GO:0070166,enamel mineralization,biological_process,Metal transporter CNNM4
252,CNNM4,GO:1903830,magnesium ion transmembrane transport,biological_process,Metal transporter CNNM4
253,CNNM4,GO:0005886,plasma membrane,cellular_component,Metal transporter CNNM4
254,CNNM4,GO:0016020,membrane,cellular_component,Metal transporter CNNM4
255,CNNM4,GO:0016021,integral component of membrane,cellular_component,Metal transporter CNNM4
256,CNNM4,GO:0016323,basolateral plasma membrane,cellular_component,Metal transporter CNNM4
257,CNNM4,GO:0015081,sodium ion transmembrane transporter activity,molecular_function,Metal transporter CNNM4
258,CNNM4,GO:0015095,magnesium ion transmembrane transporter activity,molecular_function,Metal transporter CNNM4
259,COX5B,GO:0006123,"mitochondrial electron transport, cytochrome c to oxygen",biological_process,"Cytochrome c oxidase subunit 5B, mitochondrial"
260,COX5B,GO:0007585,respiratory gaseous exchange,biological_process,"Cytochrome c oxidase subunit 5B, mitochondrial"
261,COX5B,GO:1902600,hydrogen ion transmembrane transport,biological_process,"Cytochrome c oxidase subunit 5B, mitochondrial"
262,COX5B,GO:1902600,hydrogen ion transmembrane transport,biological_process,COX5B protein
263,COX5B,GO:0005739,mitochondrion,cellular_component,"Cytochrome c oxidase subunit 5B, mitochondrial"
264,COX5B,GO:0005740,mitochondrial envelope,cellular_component,"Cytochrome c oxidase subunit 5B, mitochondrial"
265,COX5B,GO:0005740,mitochondrial envelope,cellular_component,COX5B protein
266,COX5B,GO:0005743,mitochondrial inner membrane,cellular_component,"Cytochrome c oxidase subunit 5B, mitochondrial"
267,COX5B,GO:0016020,membrane,cellular_component,"Cytochrome c oxidase subunit 5B, mitochondrial"
268,COX5B,GO:0070062,extracellular exosome,cellular_component,"Cytochrome c oxidase subunit 5B, mitochondrial"
269,COX5B,GO:0004129,cytochrome-c oxidase activity,molecular_function,"Cytochrome c oxidase subunit 5B, mitochondrial"
270,COX5B,GO:0004129,cytochrome-c oxidase activity,molecular_function,COX5B protein
271,COX5B,GO:0005515,protein binding,molecular_function,"Cytochrome c oxidase subunit 5B, mitochondrial"
272,COX5B,GO:0046872,metal ion binding,molecular_function,"Cytochrome c oxidase subunit 5B, mitochondrial"
273,DCLK3,GO:0006468,protein phosphorylation,biological_process,Serine/threonine-protein kinase DCLK3
274,DCLK3,GO:0016310,phosphorylation,biological_process,Serine/threonine-protein kinase DCLK3
275,DCLK3,GO:0005634,nucleus,cellular_component,Serine/threonine-protein kinase DCLK3
276,DCLK3,GO:0005737,cytoplasm,cellular_component,Serine/threonine-protein kinase DCLK3
277,DCLK3,GO:0000166,nucleotide binding,molecular_function,Serine/threonine-protein kinase DCLK3
278,DCLK3,GO:0004672,protein kinase activity,molecular_function,Serine/threonine-protein kinase DCLK3
279,DCLK3,GO:0004674,protein serine/threonine kinase activity,molecular_function,Serine/threonine-protein kinase DCLK3
280,DCLK3,GO:0005524,ATP binding,molecular_function,Serine/threonine-protein kinase DCLK3
281,DCLK3,GO:0016301,kinase activity,molecular_function,Serine/threonine-protein kinase DCLK3
282,DCLK3,GO:0016740,transferase activity,molecular_function,Serine/threonine-protein kinase DCLK3
283,DIMT1,GO:0000154,rRNA modification,biological_process,rRNA adenine N(6)-methyltransferase
284,DIMT1,GO:0000154,rRNA modification,biological_process,Probable dimethyladenosine transferase
285,DIMT1,GO:0006364,rRNA processing,biological_process,rRNA adenine N(6)-methyltransferase
286,DIMT1,GO:0006364,rRNA processing,biological_process,Probable dimethyladenosine transferase
287,DIMT1,GO:0031167,rRNA methylation,biological_process,rRNA adenine N(6)-methyltransferase
288,DIMT1,GO:0031167,rRNA methylation,biological_process,Probable dimethyladenosine transferase
289,DIMT1,GO:0032259,methylation,biological_process,rRNA adenine N(6)-methyltransferase
290,DIMT1,GO:0032259,methylation,biological_process,Probable dimethyladenosine transferase
291,DIMT1,GO:0005634,nucleus,cellular_component,Probable dimethyladenosine transferase
292,DIMT1,GO:0005654,nucleoplasm,cellular_component,Probable dimethyladenosine transferase
293,DIMT1,GO:0005730,nucleolus,cellular_component,Probable dimethyladenosine transferase
294,DIMT1,GO:0005737,cytoplasm,cellular_component,Probable dimethyladenosine transferase
295,DIMT1,GO:0005759,mitochondrial matrix,cellular_component,Probable dimethyladenosine transferase
